date,strategy_1,spy
2023-10-10,109.65389551200867,111.40026599999977
2023-10-11,110.7900461725235,111.68932299999975
2023-10-12,109.25114683036804,111.52514199999975
2023-10-13,109.04922037563324,111.13161999999973
2023-10-16,110.63129961681365,111.61500799999976
2023-10-17,110.96799356422423,111.53994299999974
2023-10-18,110.1635262939453,110.85187199999974
2023-10-19,108.720410890007,110.03457549999973
2023-10-20,106.57140200481413,108.68136599999974
2023-10-23,105.55588441219328,107.88091599999974
2023-10-24,106.81744379806516,108.49267299999974
2023-10-25,104.63634786090847,107.62995449999976
2023-10-26,104.0220152231216,106.31907199999974
2023-10-27,103.40010016918178,105.72696699999973
2023-10-30,104.19168652095792,106.11371099999974
2023-10-31,105.49793711185453,106.90861799999972
2023-11-01,106.02964415559765,107.9901615499997
2023-11-02,109.51144530715938,109.96421799999972
2023-11-03,112.34688097629544,111.39473899999973
2023-11-06,111.48471385278698,111.64298431999971
2023-11-07,112.03957895030972,111.8811409999997
2023-11-08,111.27203662528989,112.07648799999971
2023-11-09,109.93184816851613,111.84376799999973
2023-11-10,112.28154795713421,112.30411474999974
2023-11-13,112.18676555509563,112.80735699999973
2023-11-14,115.373148139286,114.85885499999975
2023-11-15,116.36577501153941,115.42192999999975
2023-11-16,114.83783341445918,115.30410999999975
2023-11-17,115.90827078638073,115.53558099999974
2023-11-20,117.36064241447446,116.09088699999973
2023-11-21,115.92633043718334,116.22794700999974
2023-11-22,116.35766662816997,116.72263774999973
2023-11-24,116.15622986469265,116.74479299999976
2023-11-27,115.13101924324032,116.62266588999974
2023-11-28,115.63028896465298,116.62690199999973
2023-11-29,115.90870828723904,116.97891099999973
2023-11-30,115.02631276378628,116.83189499999973
2023-12-01,117.11539144115446,117.32422799999975
2023-12-04,116.09371049427985,117.07236203999973
2023-12-05,115.01294770588873,116.98187599999977
2023-12-06,114.79192380447387,117.13532699999975
2023-12-07,115.5668676759243,117.36709799999976
2023-12-08,116.39908864407539,117.70505299999977
2023-12-11,117.70435764946937,118.19929599999976
2023-12-12,118.03868206086159,118.66087599999976
2023-12-13,119.89548251786233,119.89795165999975
2023-12-14,121.71580325164796,121.02897499999975
2023-12-15,121.48557170705796,120.35391334999974
2023-12-18,122.28288920965197,120.92259204999975
2023-12-19,124.37012788624766,121.49415299999976
2023-12-20,121.61246781425477,120.92750399999976
2023-12-21,123.79261558380126,120.92366099999974
2023-12-22,123.20778486466408,121.48418199999973
2023-12-26,123.41617568936347,121.84966999999973
2023-12-27,123.75901501870153,122.05600899999972
2023-12-28,124.03663533158301,122.30492999999973
2023-12-29,122.89766794543264,121.96750699999976
2024-01-02,121.12173017830847,121.12431299999977
2024-01-03,117.26832637486457,120.45877599999979
2024-01-04,116.73675045433043,120.13820399999976
2024-01-05,116.42935499143599,120.05418699999977
2024-01-08,118.27178165135382,120.93668599999977
2024-01-09,118.16226497611997,121.31986299999976
2024-01-10,117.41933498044011,121.96108553999977
2024-01-11,117.600594492197,122.10692699999976
2024-01-12,116.82954205613133,122.36615199999976
2024-01-16,115.43448561139104,121.82193931999977
2024-01-17,114.98011432943342,120.98359299999979
2024-01-18,117.25625765323636,121.82882299999976
2024-01-19,118.79970105266568,123.06804529999978
2024-01-22,119.61877532467838,124.10352299999975
2024-01-23,120.02465774431226,124.19370799999976
2024-01-24,119.83135845451352,124.83285954999975
2024-01-25,120.2389244819164,124.99026449999975
2024-01-26,119.69883813018797,125.07733299999974
2024-01-29,120.67026219005584,125.51989899999973
2024-01-30,119.69865168385505,125.8801369999997
2024-01-31,117.50963661546707,124.61337541999973
2024-02-01,119.1953274253726,124.83198799999974
2024-02-02,117.37026704323291,126.27202699999971
2024-02-05,116.48602192371487,126.37070801999974
2024-02-06,118.86155003234147,126.56484399999971
2024-02-07,120.3701813975334,127.48745599999972
2024-02-08,121.3384352665603,127.75190299999973
2024-02-09,122.9171567370951,128.2498239999997
2024-02-12,125.84150626074668,128.6157059999997
2024-02-13,126.03575466358657,126.7257074999997
2024-02-14,127.83689680246111,127.52204899999971
2024-02-15,128.76119077833886,128.3852224999997
2024-02-16,132.86331099225276,128.4195109999997
2024-02-20,130.25303298095457,127.42720799999967
2024-02-21,130.32044888337842,127.18482199999967
2024-02-22,132.14690026726714,129.71192599999966
2024-02-23,132.31232884298555,130.43971499999964
2024-02-26,134.22047847121948,130.09064599999965
2024-02-27,135.76470766167634,129.87561899999963
2024-02-28,135.16143977677817,129.73878899999963
2024-02-29,135.5960547864794,130.23969699999964
2024-03-01,136.92914038957352,131.03608199999962
2024-03-04,136.16197230693098,131.4765159999996
2024-03-05,135.22720055288073,130.35402199999962
2024-03-06,136.86194476188416,130.85188159999961
2024-03-07,137.03596071860787,131.67436784999958
2024-03-08,136.31845552282329,131.8586463399996
2024-03-11,136.4715836414694,130.9386309999996
2024-03-12,137.74852553734772,131.98307199999957
2024-03-13,138.49623915756933,132.39491799999956
2024-03-14,137.85627107295983,132.13785799999957
2024-03-15,136.60287648471586,130.79253199999954
2024-03-18,135.73895368194573,131.74861499999957
2024-03-19,137.43581125736227,131.7598559999996
2024-03-20,141.36857109342805,132.84702399999958
2024-03-21,140.3903807948946,134.10904299999953
2024-03-22,141.52519767314186,133.80723299999954
2024-03-25,141.4243288491844,133.37374899999955
2024-03-26,141.21653143721807,133.36605899999955
2024-03-27,141.964096015334,133.84972349999956
2024-03-28,141.3016040642737,134.24105099999954
2024-04-01,141.91908969906555,134.0912589999995
2024-04-02,140.72578825423705,132.88704499999955
2024-04-03,140.90993895604598,133.09147649999954
2024-04-04,139.9402106780766,132.92629065999952
2024-04-05,140.72350606386647,132.55095899999952
2024-04-08,140.26723650680765,133.10489099999953
2024-04-09,140.90352128107534,133.03796399999956
2024-04-10,138.47451080626234,131.81648199999955
2024-04-11,139.45129850214704,132.41649299999955
2024-04-12,136.36357140948758,131.4480839999995
2024-04-15,134.87574249323592,130.6993109999995
2024-04-16,133.25008693304048,129.3388369999995
2024-04-17,133.15038963739858,129.00213499999953
2024-04-18,133.43889453626858,128.50578499999952
2024-04-19,132.023311403334,127.52684199999953
2024-04-22,133.32673559203133,127.93892499999954
2024-04-23,135.7069080203174,129.07286759999954
2024-04-24,135.63529751460538,129.67800899999952
2024-04-25,135.62097623997911,128.52008299999954
2024-04-26,136.62764099545464,130.17208999999954
2024-04-29,137.89751290668235,130.68308499999955
2024-04-30,135.92763540154684,129.65141699999955
2024-05-01,135.40906671991337,128.86198449999955
2024-05-02,137.67803821178663,129.17394599999955
2024-05-03,138.2285319850563,131.02934399999953
2024-05-06,139.28244393037545,132.09746299999952
2024-05-07,139.73639600527275,132.7064219999995
2024-05-08,140.84458271815765,132.4246199999995
2024-05-09,142.1973718679427,133.0093296599995
2024-05-10,140.15150934035768,133.67711799999952
2024-05-13,141.13893467028132,133.7417239999995
2024-05-14,141.60001432549944,133.9281219999995
2024-05-15,142.65070303751222,135.34122599999947
2024-05-16,142.82680686415424,135.8399021199995
2024-05-17,143.34856687204828,135.61421299999947
2024-05-20,143.87873120932568,135.95084933999948
2024-05-21,143.59353756752003,136.00653999999946
2024-05-22,143.96372866671075,135.89286699999946
2024-05-23,142.53986234595766,135.7147189999995
2024-05-24,142.86746368921987,135.5710784999995
2024-05-28,141.78158075743906,135.78038799999945
2024-05-29,139.49539072675697,134.9323299999995
2024-05-30,141.11362208893289,134.23967899999948
2024-05-31,141.95128919794547,134.43925099999947
2024-06-03,141.8063998202919,135.20419699999945
2024-06-04,140.30252189731587,135.21948399999945
2024-06-05,141.2886656115173,136.49326929999944
2024-06-06,140.65340955991732,137.06468499999946
2024-06-07,139.57155061199654,137.02198949999945
